IPAddress,RowId,Description,Tagname,RTUNumber,RawType,Location,Hkey,Signaltype,Equipment
420160,16826772,Pandan1PS-LCP1-Pump-Delivery-Press,S421-LCP1-Pump-Delivery-Press,421,1,Pandan1PS,42016016826772,Analog,Pressure
420160,16826773,Pandan1PS-LCP1-Motor-Lower-Bear-Temp,S421-LCP1-Motor-Lower-Bear-Temp,421,1,Pandan1PS,42016016826773,Analog,Temperature
420160,16826776,Pandan1PS-LCP1-Temp,S421-LCP1-Temp,421,1,Pandan1PS,42016016826776,Analog,Temperature
420160,16826777,Pandan1PS-LCP2-Pump-Vibration,S421-LCP2-Pump-Vibration,421,1,Pandan1PS,42016016826777,Analog,Others
420160,16826778,Pandan1PS-LCP2-Motor-DE-Vibration,S421-LCP2-Motor-DE-Vibration,421,1,Pandan1PS,42016016826778,Analog,Others
420160,16826779,Pandan1PS-LCP2-Motor-NDE-Vibration,S421-LCP2-Motor-NDE-Vibration,421,1,Pandan1PS,42016016826779,Analog,Others
420160,16826781,Pandan1PS-LCP2-Pump-Delivery-Press,S421-LCP2-Pump-Delivery-Press,421,1,Pandan1PS,42016016826781,Analog,Pressure
420160,16826783,Pandan1PS-LCP2-Motor-Lower-Bear-Temp,S421-LCP2-Motor-Lower-Bear-Temp,421,1,Pandan1PS,42016016826783,Analog,Temperature
420160,16826785,Pandan1PS-LCP2-Temp,S421-LCP2-Temp,421,1,Pandan1PS,42016016826785,Analog,Temperature
420160,16826786,Pandan1PS-AIN-C3-P16,S421-AIN-C3-P16,421,1,Pandan1PS,42016016826786,Analog,Others
420160,16826787,Pandan1PS-LCP3-Pump-Vibration,S421-LCP3-Pump-Vibration,421,1,Pandan1PS,42016016826787,Analog,Others
420160,16826791,Pandan1PS-LCP3-Motor-DE-Vibration,S421-LCP3-Motor-DE-Vibration,421,1,Pandan1PS,42016016826791,Analog,Others
420160,16826794,Pandan1PS-LCP3-Pump-Delivery-Press,S421-LCP3-Pump-Delivery-Press,421,1,Pandan1PS,42016016826794,Analog,Pressure
420160,16826795,Pandan1PS-LCP3-Motor-Lower-Bear-Temp,S421-LCP3-Motor-Lower-Bear-Temp,421,1,Pandan1PS,42016016826795,Analog,Temperature
420160,16826796,Pandan1PS-LCP3-Temp,S421-LCP3-Temp,421,1,Pandan1PS,42016016826796,Analog,Temperature
420160,16826797,Pandan1PS-LCP1-Motor-Upp-Bear-Temp,S421-LCP1-Motor-Upp-Bear-Temp,421,1,Pandan1PS,42016016826797,Analog,Temperature
420160,16826799,Pandan1PS-LCP2-Motor-Upp-Bear-Temp,S421-LCP2-Motor-Upp-Bear-Temp,421,1,Pandan1PS,42016016826799,Analog,Temperature
420160,16826800,Pandan1PS-LCP3-Motor-Upp-Bear-Temp,S421-LCP3-Motor-Upp-Bear-Temp,421,1,Pandan1PS,42016016826800,Analog,Temperature
420160,16826801,Pandan1PS-LCP1-Pump-Bear-Temp,S421-LCP1-Pump-Bear-Temp,421,1,Pandan1PS,42016016826801,Analog,Temperature
420160,16826802,Pandan1PS-LCP2-Pump-Bear-Temp,S421-LCP2-Pump-Bear-Temp,421,1,Pandan1PS,42016016826802,Analog,Temperature
420160,16826805,Pandan1PS-LCP3-Pump-Bear-Temp,S421-LCP3-Pump-Bear-Temp,421,1,Pandan1PS,42016016826805,Analog,Temperature
420160,16826806,Pandan1PS-LCP3-Motor-NDE-Vibration,S421-LCP3-Motor-NDE-Vibration,421,1,Pandan1PS,42016016826806,Analog,Others
420160,16826808,Pandan1PS-AIN-C4-P14,S421-AIN-C4-P14,421,1,Pandan1PS,42016016826808,Analog,Others
420160,16826809,Pandan1PS-AIN-C4-P15,S421-AIN-C4-P15,421,1,Pandan1PS,42016016826809,Analog,Others
420160,16826810,Pandan1PS-AIN-C4-P16,S421-AIN-C4-P16,421,1,Pandan1PS,42016016826810,Analog,Others
420160,16826812,Pandan1PS-Rainfall,S421-RAIN-FALL,421,5,Pandan1PS,42016016826812,Analog,Others
420160,16826813,Pandan1PS-ACCIN-C6-P2,S421-ACCIN-C6-P2,421,5,Pandan1PS,42016016826813,Analog,Others
420160,16826814,Pandan1PS-ACCIN-C6-P3,S421-ACCIN-C6-P3,421,5,Pandan1PS,42016016826814,Analog,Others
420160,16826815,Pandan1PS-ACCIN-C6-P4,S421-ACCIN-C6-P4,421,5,Pandan1PS,42016016826815,Analog,Others
420160,16826816,Pandan1PS-Main-Flow-Volume,S421-Main-Flow-Volume,421,5,Pandan1PS,42016016826816,Analog,Flowrate
420160,16826817,Pandan1PS-ACCIN-C6-P6,S421-ACCIN-C6-P6,421,5,Pandan1PS,42016016826817,Analog,Others
420160,16826818,Pandan1PS-ACCIN-C6-P7,S421-ACCIN-C6-P7,421,5,Pandan1PS,42016016826818,Analog,Others
420160,16826819,Pandan1PS-ACCIN-C6-P8,S421-ACCIN-C6-P8,421,5,Pandan1PS,42016016826819,Analog,Others
420160,16826820,Pandan1PS-ACCIN-C6-P9,S421-ACCIN-C6-P9,421,5,Pandan1PS,42016016826820,Analog,Others
420160,16826821,Pandan1PS-ACCIN-C6-P10,S421-ACCIN-C6-P10,421,5,Pandan1PS,42016016826821,Analog,Others
420160,16826822,Pandan1PS-ACCIN-C6-P11,S421-ACCIN-C6-P11,421,5,Pandan1PS,42016016826822,Analog,Others
420160,16826823,Pandan1PS-ACCIN-C6-P12,S421-ACCIN-C6-P12,421,5,Pandan1PS,42016016826823,Analog,Others
420160,16826824,Pandan1PS-ACCIN-C6-P13,S421-ACCIN-C6-P13,421,5,Pandan1PS,42016016826824,Analog,Others
420160,16826825,Pandan1PS-ACCIN-C6-P14,S421-ACCIN-C6-P14,421,5,Pandan1PS,42016016826825,Analog,Others
420160,16826826,Pandan1PS-ACCIN-C6-P15,S421-ACCIN-C6-P15,421,5,Pandan1PS,42016016826826,Analog,Others
420160,16826827,Pandan1PS-ACCIN-C6-P16,S421-ACCIN-C6-P16,421,5,Pandan1PS,42016016826827,Analog,Others
425728,16807731,Murai-CPU-Temperature,S508-CPU-TEMPERATURE,508,1,Murai,42572816807731,Analog,Temperature
425600,16826985,BedokPS-HR-KWH-PUB-C,S506-HR-KWH-PUB-C,506,1,BedokPS,42560016826985,Analog,Others
420161,16827812,Pandan1PS-MCC1-L1N-Voltage(S),S421-MCC1-L1N-Voltage(S),421,1,Pandan1PS,42016116827812,Analog,Voltage
420161,16827813,Pandan1PS-MCC1-L2N-Voltage(S),S421-MCC1-L2N-Voltage(S),421,1,Pandan1PS,42016116827813,Analog,Voltage
420161,16827814,Pandan1PS-MCC1-L3N-Voltage(S),S421-MCC1-L3N-Voltage(S),421,1,Pandan1PS,42016116827814,Analog,Voltage
420161,16827815,Pandan1PS-MCC1-L1-Current,S421-MCC1-L1-Current,421,1,Pandan1PS,42016116827815,Analog,Others
420161,16827816,Pandan1PS-MCC1-L2-Current,S421-MCC1-L2-Current,421,1,Pandan1PS,42016116827816,Analog,Others
420161,16827817,Pandan1PS-MCC1-L3-Current,S421-MCC1-L3-Current,421,1,Pandan1PS,42016116827817,Analog,Others
420161,16827818,Pandan1PS-MCC1-PwrFactor(S),S421-MCC1-PwrFactor(S),421,1,Pandan1PS,42016116827818,Analog,Others
420161,16827819,Pandan1PS-MCC1-Real-KWH(S),S421-MCC1-Real-KWH(S),421,1,Pandan1PS,42016116827819,Analog,Others
420162,16827820,Pandan1PS-MCC2-L1N-Voltage(S),S421-MCC2-L1N-Voltage(S),421,1,Pandan1PS,42016216827820,Analog,Voltage
420162,16827821,Pandan1PS-MCC2-L2N-Voltage(S),S421-MCC2-L2N-Voltage(S),421,1,Pandan1PS,42016216827821,Analog,Voltage
420162,16827822,Pandan1PS-MCC2-L3N-Voltage(S),S421-MCC2-L3N-Voltage(S),421,1,Pandan1PS,42016216827822,Analog,Voltage
420162,16827823,Pandan1PS-MCC2-L1-Current,S421-MCC2-L1-Current,421,1,Pandan1PS,42016216827823,Analog,Others
420162,16827824,Pandan1PS-MCC2-L2-Current,S421-MCC2-L2-Current,421,1,Pandan1PS,42016216827824,Analog,Others
420162,16827825,Pandan1PS-MCC2-L3-Current,S421-MCC2-L3-Current,421,1,Pandan1PS,42016216827825,Analog,Others
420162,16827826,Pandan1PS-MCC2-PwrFactor(S),S421-MCC2-PwrFactor(S),421,1,Pandan1PS,42016216827826,Analog,Others
420162,16827827,Pandan1PS-MCC2-Real-KWH(S),S421-MCC2-Real-KWH(S),421,1,Pandan1PS,42016216827827,Analog,Others
420163,16827828,Pandan1PS-LCP1-L1N-Voltage(S),S421-LCP1-L1N-Voltage(S),421,1,Pandan1PS,42016316827828,Analog,Voltage
420163,16827829,Pandan1PS-LCP1-L2N-Voltage(S),S421-LCP1-L2N-Voltage(S),421,1,Pandan1PS,42016316827829,Analog,Voltage
420163,16827830,Pandan1PS-LCP1-L3N-Voltage(S),S421-LCP1-L3N-Voltage(S),421,1,Pandan1PS,42016316827830,Analog,Voltage
420163,16827831,Pandan1PS-LCP1-L1-Current,S421-LCP1-L1-Current,421,1,Pandan1PS,42016316827831,Analog,Others
420163,16827832,Pandan1PS-LCP1-L2-Current,S421-LCP1-L2-Current,421,1,Pandan1PS,42016316827832,Analog,Others
420163,16827833,Pandan1PS-LCP1-L3-Current,S421-LCP1-L3-Current,421,1,Pandan1PS,42016316827833,Analog,Others
420163,16827834,Pandan1PS-LCP1-PwrFactor(S),S421-LCP1-PwrFactor(S),421,1,Pandan1PS,42016316827834,Analog,Others
420163,16827835,Pandan1PS-LCP1-Real-KWH(S),S421-LCP1-Real-KWH(S),421,1,Pandan1PS,42016316827835,Analog,Others
420164,16827836,Pandan1PS-LCP2-L1N-Voltage(S),S421-LCP2-L1N-Voltage(S),421,1,Pandan1PS,42016416827836,Analog,Voltage
420164,16827837,Pandan1PS-LCP2-L2N-Voltage(S),S421-LCP2-L2N-Voltage(S),421,1,Pandan1PS,42016416827837,Analog,Voltage
420164,16827838,Pandan1PS-LCP2-L3N-Voltage(S),S421-LCP2-L3N-Voltage(S),421,1,Pandan1PS,42016416827838,Analog,Voltage
420164,16827839,Pandan1PS-LCP2-L1-Current,S421-LCP2-L1-Current,421,1,Pandan1PS,42016416827839,Analog,Others
420164,16827840,Pandan1PS-LCP2-L2-Current,S421-LCP2-L2-Current,421,1,Pandan1PS,42016416827840,Analog,Others
420164,16827841,Pandan1PS-LCP2-L3-Current,S421-LCP2-L3-Current,421,1,Pandan1PS,42016416827841,Analog,Others
420164,16827842,Pandan1PS-LCP2-PwrFactor(S),S421-LCP2-PwrFactor(S),421,1,Pandan1PS,42016416827842,Analog,Others
420164,16827843,Pandan1PS-LCP2-Real-KWH(S),S421-LCP2-Real-KWH(S),421,1,Pandan1PS,42016416827843,Analog,Others
420165,16827844,Pandan1PS-LCP3-L1N-Voltage(S),S421-LCP3-L1N-Voltage(S),421,1,Pandan1PS,42016516827844,Analog,Voltage
420165,16827845,Pandan1PS-LCP3-L2N-Voltage(S),S421-LCP3-L2N-Voltage(S),421,1,Pandan1PS,42016516827845,Analog,Voltage
420165,16827846,Pandan1PS-LCP3-L3N-Voltage(S),S421-LCP3-L3N-Voltage(S),421,1,Pandan1PS,42016516827846,Analog,Voltage
420165,16827847,Pandan1PS-LCP3-L1-Current,S421-LCP3-L1-Current,421,1,Pandan1PS,42016516827847,Analog,Others
420165,16827848,Pandan1PS-LCP3-L2-Current,S421-LCP3-L2-Current,421,1,Pandan1PS,42016516827848,Analog,Others
420165,16827849,Pandan1PS-LCP3-L3-Current,S421-LCP3-L3-Current,421,1,Pandan1PS,42016516827849,Analog,Others
420165,16827850,Pandan1PS-LCP3-PwrFactor(S),S421-LCP3-PwrFactor(S),421,1,Pandan1PS,42016516827850,Analog,Others
420165,16827851,Pandan1PS-LCP3-Real-KWH(S),S421-LCP3-Real-KWH(S),421,1,Pandan1PS,42016516827851,Analog,Others
420161,16829019,Pandan1PS-MCC1-L1L2-Voltage(S),S421-MCC1-L1L2-Voltage(S),421,1,Pandan1PS,42016116829019,Analog,Voltage
420161,16829022,Pandan1PS-MCC1-L2L3-Voltage(S),S421-MCC1-L2L3-Voltage(S),421,1,Pandan1PS,42016116829022,Analog,Voltage
420161,16829023,Pandan1PS-MCC1-L3L1-Voltage(S),S421-MCC1-L3L1-Voltage(S),421,1,Pandan1PS,42016116829023,Analog,Voltage
420162,16829026,Pandan1PS-MCC2-L1L2-Voltage(S),S421-MCC2-L1L2-Voltage(S),421,1,Pandan1PS,42016216829026,Analog,Voltage
420162,16829027,Pandan1PS-MCC2-L2L3-Voltage(S),S421-MCC2-L2L3-Voltage(S),421,1,Pandan1PS,42016216829027,Analog,Voltage
420162,16829028,Pandan1PS-MCC2-L3L1-Voltage(S),S421-MCC2-L3L1-Voltage(S),421,1,Pandan1PS,42016216829028,Analog,Voltage
420163,16829031,Pandan1PS-LCP1-L1L2-Voltage(S),S421-LCP1-L1L2-Voltage(S),421,1,Pandan1PS,42016316829031,Analog,Voltage
420163,16829032,Pandan1PS-LCP1-L2L3-Voltage(S),S421-LCP1-L2L3-Voltage(S),421,1,Pandan1PS,42016316829032,Analog,Voltage
420163,16829033,Pandan1PS-LCP1-L3L1-Voltage(S),S421-LCP1-L3L1-Voltage(S),421,1,Pandan1PS,42016316829033,Analog,Voltage
420164,16829036,Pandan1PS-LCP2-L1L2-Voltage(S),S421-LCP2-L1L2-Voltage(S),421,1,Pandan1PS,42016416829036,Analog,Voltage
420164,16829037,Pandan1PS-LCP2-L2L3-Voltage(S),S421-LCP2-L2L3-Voltage(S),421,1,Pandan1PS,42016416829037,Analog,Voltage
420164,16829038,Pandan1PS-LCP2-L3L1-Voltage(S),S421-LCP2-L3L1-Voltage(S),421,1,Pandan1PS,42016416829038,Analog,Voltage
420165,16829041,Pandan1PS-LCP3-L1L2-Voltage(S),S421-LCP3-L1L2-Voltage(S),421,1,Pandan1PS,42016516829041,Analog,Voltage
420165,16829042,Pandan1PS-LCP3-L2L3-Voltage(S),S421-LCP3-L2L3-Voltage(S),421,1,Pandan1PS,42016516829042,Analog,Voltage
420165,16829043,Pandan1PS-LCP3-L3L1-Voltage(S),S421-LCP3-L3L1-Voltage(S),421,1,Pandan1PS,42016516829043,Analog,Voltage
0,16829160,UpperSeletarPS-HR-OPT-FV-TOT-C,S423-HR-OPT-FV-TOT-C,0,1,UpperSeletarPS,016829160,Analog,Others
0,16829161,UpperSeletarPS-FLOW-VOL-C,S423-FLOW-VOL-C,0,1,UpperSeletarPS,016829161,Analog,Flowrate
0,16829162,Kranji1PS-HR-OPT-FV-TOT-C,S502-HR-OPT-FV-TOT-C,0,1,Kranji1PS,016829162,Analog,Others
0,16829163,Kranji1PS-FLOW-VOL-C,S502-FLOW-VOL-C,0,1,Kranji1PS,016829163,Analog,Flowrate
0,16829164,Murai PS HR-OPT-FV-TOT-C,S508-HR-OPT-FV-TOT-C,0,1,Murai PS HR,016829164,Analog,Others
0,16829165,Murai PS FLOW-VOL-1-C,S508-FLOW-VOL-1-C,0,1,Murai PS FLOW,016829165,Analog,Flowrate
0,16829166,Murai PS FLOW-VOL-2-C,S508-FLOW-VOL-2-C,0,1,Murai PS FLOW,016829166,Analog,Flowrate
0,16829167,UpperPiercePS-FLOW-VOL-1-C,S509-FLOW-VOL-1-C,0,1,UpperPiercePS,016829167,Analog,Flowrate
0,16829168,UpperPiercePS-HR-OPT-FV-CHESTNUT-C,S509-HR-OPT-FV-CHESTNUT-C,0,1,UpperPiercePS,016829168,Analog,Others
0,16829169,UpperPiercePS-HR-OPT-FV-TOT-C,S509-HR-OPT-FV-TOT-C,0,1,UpperPiercePS,016829169,Analog,Others
0,16829170,Kranji2PS-HR-KWH-ALL-C,S420-HR-KWH-ALL-C,0,1,Kranji2PS,016829170,Analog,Others
0,16829171,Jurong Tidal Gate HR-KWH-ALL-C,S434-HR-KWH-ALL-C,0,1,Jurong Tidal Gate HR,016829171,Analog,Others
0,16829172,Krangji Gate HR-KWH-ALL-C,S435-HR-KWH-ALL-C,0,1,Krangji Gate HR,016829172,Analog,Others
0,16829173,Pandan Tidal Gate HR-KWH-ALL-C,S438-HR-KWH-ALL-C,0,1,Pandan Tidal Gate HR,016829173,Analog,Others
0,16829190,PooleRd-OPT-FV-C,S714-OPT-FV-C,0,1,PooleRd,016829190,Analog,Others
0,16829191,Opera Estate PS,S715-OPT-FV-C,0,1,Opera Estate PS,016829191,Analog,Others
0,16827896,WimbornePS,S716-OPT-FV-C,0,1,WimbornePS,016827896,Analog,Others
0,16827897,UpperPiercePS-FLOW-VOL-2-C,S509-FLOW-VOL-2-C,0,1,UpperPiercePS,016827897,Analog,Flowrate
420161,16829367,Pandan1PS-MCC1-Mean-Total-Power(S),S421-MCC1-Mean-Total-Power(S),421,1,Pandan1PS,42016116829367,Analog,Others
420161,16829368,Pandan1PS-MCC1-Mean-Total-Current(S),S421-MCC1-Mean-Total-Current(S,421,1,Pandan1PS,42016116829368,Analog,Others
420162,16829370,Pandan1PS-MCC2-Mean-Total-Power(S),S421-MCC2-Mean-Total-Power(S),421,1,Pandan1PS,42016216829370,Analog,Others
420162,16829371,Pandan1PS-MCC2-Mean-Total-Current(S),S421-MCC2-Mean-Total-Current(S,421,1,Pandan1PS,42016216829371,Analog,Others
420163,16829373,Pandan1PS-LCP1-Mean-Total-Power(S),S421-LCP1-Mean-Total-Power(S),421,1,Pandan1PS,42016316829373,Analog,Others
420163,16829374,Pandan1PS-LCP1-Mean-Total-Current(S),S421-LCP1-Mean-Total-Current(S,421,1,Pandan1PS,42016316829374,Analog,Others
420164,16829376,Pandan1PS-LCP2-Mean-Total-Power(S),S421-LCP2-Mean-Total-Power(S),421,1,Pandan1PS,42016416829376,Analog,Others
420164,16829377,Pandan1PS-LCP2-Mean-Total-Current(S),S421-LCP2-Mean-Total-Current(S,421,1,Pandan1PS,42016416829377,Analog,Others
420165,16829379,Pandan1PS-LCP3-Mean-Total-Power(S),S421-LCP3-Mean-Total-Power(S),421,1,Pandan1PS,42016516829379,Analog,Others
420165,16829380,Pandan1PS-LCP3-Mean-Total-Current(S),S421-LCP3-Mean-Total-Current(S,421,1,Pandan1PS,42016516829380,Analog,Others
420160,16823683,Pandan1PS-HR-KWH-MCC1,S421-HR-KWH-MCC1,421,1,Pandan1PS,42016016823683,Analog,Others
420160,16829468,Pandan1PS-HR-KHW-MCC2,S421-HR-KHW-MCC2,421,1,Pandan1PS,42016016829468,Analog,Others
412544,16823714,SgMandaiKechil-Hr-RunTime-P4,S302-Hr-RunTime-P4,302,1,SgMandaiKechil,41254416823714,Analog,Others
0,16829464,PunggolResIPU-RTU-COMM-Statistics,S515-RTUCOMM-C,0,1,PunggolResIPU,016829464,Analog,Others
0,16829465,SerangoonResIPU-RTU-COMM-Statistics,S516-RTUCOMM-C,0,1,SerangoonResIPU,016829465,Analog,Others
0,16829517,TanjongKatong-RTU-COMM-Statistics,S517-RTUCOMM-C,0,1,TanjongKatong,016829517,Analog,Others
0,16829518,FortRoadTG-RTU-COMM-Statistics,S518-RTUCOMM-C,0,1,FortRoadTG,016829518,Analog,Others
0,16829519,BroadrickRoadTG-RTU-COMM-Statistics,S519-RTUCOMM-C,0,1,BroadrickRoadTG,016829519,Analog,Others
0,16829520,ArthurRoadTG-RTU-COMM-Statistics,S520-RTUCOMM-C,0,1,ArthurRoadTG,016829520,Analog,Others
0,16829462,KranjiIPU-RTU-COMM-Statistics,S512-RTUCOMM-C,0,1,KranjiIPU,016829462,Analog,Others
0,16829463,UpperPeirceIPU-RTU-COMM-Statistics,S513-RTUCOMM-C,0,1,UpperPeirceIPU,016829463,Analog,Others
0,16829521,UpperSeletarIPU-RTU-COMM-Statistics,S514-RTUCOMM-C,0,1,UpperSeletarIPU,016829521,Analog,Others
438154,16803649,BedokPond2-PS-Delivery-Flow-Rate,S702-DELIVERY-FLOWRATE,702,1,BedokPond2,43815416803649,Analog,Flowrate
438154,16803651,BedokPond2-Delivery Flow Totalizer,S702-delivery_flow_totalizer,702,1,BedokPond2,43815416803651,Analog,Flowrate
438154,16803653,BedokPond2-Delivery Flow Daily Counter,S702-delivery_flow_daily_count,702,1,BedokPond2,43815416803653,Analog,Flowrate
438154,16811064,BedokPond2-WetWell-LEVEL,S702-WETWELL-LEVEL,702,1,BedokPond2,43815416811064,Analog,Others
438154,16811065,BedokPond2-KW Meter 1 Measure,S702-KW-METER1,702,1,BedokPond2,43815416811065,Analog,Others
438154,16811066,BedokPond2-KW Meter 2 Measure,S702-KW-METER2,702,1,BedokPond2,43815416811066,Analog,Others
438154,16811067,BedokPond2-Main Incoming MCCB Temp,S702-main_mccb_temp,702,1,BedokPond2,43815416811067,Analog,Temperature
438154,16811068,BedokPond2-Raw Water Pump1 Temp,S702-rwp1_temp,702,1,BedokPond2,43815416811068,Analog,Temperature
438154,16811069,BedokPond2-Raw Water Pump2 Temp,S702-rwp2_temp,702,1,BedokPond2,43815416811069,Analog,Temperature
438154,16811070,BedokPond2-Drainage Pump Temp,S702-drain_p_temp,702,1,BedokPond2,43815416811070,Analog,Temperature
438154,16811071,BedokPond2-KWH Totalizer,S702-kwh_totalizer,702,1,BedokPond2,43815416811071,Analog,Others
426560,16829703,TampinesDam-WaterLevelLimit,S521-WaterLevel-Limit,521,1,TampinesDam,42656016829703,Analog,Others
426560,16827860,TampinesDam-Target Temperature,S521-Target-Pressure,521,1,TampinesDam,42656016827860,Analog,Temperature
426560,16827861,TampinesDam-Upstream Level,S521-Upstream-Level,521,1,TampinesDam,42656016827861,Analog,Others
426560,16827864,TampinesDam-SupplyVoltage L1,S521-SupplyVoltage-L1,521,1,TampinesDam,42656016827864,Analog,Voltage
426560,16827884,TampinesDam-SupplyVoltage L2,S521-SupplyVoltage-L2,521,1,TampinesDam,42656016827884,Analog,Voltage
426560,16827885,TampinesDam-SupplyVoltage L3,S521-SupplyVoltage-L3,521,1,TampinesDam,42656016827885,Analog,Voltage
426560,16829198,TampinesDam-Downstream Level,S521-Downstream-Level,521,1,TampinesDam,42656016829198,Analog,Others
426560,16829199,TampinesDam-Air Pressure 1,S521-Air-Pressure1,521,1,TampinesDam,42656016829199,Analog,Pressure
426560,16829203,TampinesDam-SupplyCurrent L1,S521-SupplyCurrent-L1,521,1,TampinesDam,42656016829203,Analog,Others
426560,16829713,TampinesDam-SupplyCurrent L2,S521-SupplyCurrent-L2,521,1,TampinesDam,42656016829713,Analog,Others
426560,16829714,TampinesDam-SupplyCurrent L3,S521-SupplyCurrent-L3,521,1,TampinesDam,42656016829714,Analog,Others
426560,16829715,TampinesDam-Air Pressure HW,S521-Air-Pressure-HW,521,1,TampinesDam,42656016829715,Analog,Pressure
426560,16827867,TampinesDam-AutodeflationLevel,S521-Autodeflation-Level,521,1,TampinesDam,42656016827867,Analog,Others
426560,16827868,TampinesDam-AutodeflationReset,S521-Autodeflation-Reset,521,1,TampinesDam,42656016827868,Analog,Others
426560,16827869,TampinesDam-Air Pressure 2,S521-Air-Pressure2,521,1,TampinesDam,42656016827869,Analog,Pressure
425665,16829923,Tengeh PS-Volume-LSB-Measure2,S507-Volume-LSB-Measure2,507,5,Tengeh PS,42566516829923,Analog,Others
425665,16829933,Tengeh PS-LSB-Rain-Fall,S507-LSB-Rain-Fall,507,5,Tengeh PS,42566516829933,Analog,Others
425665,16829936,Tengeh PS-Volume-MSB-Measure2,S507-Volume-MSB-Measure2,507,5,Tengeh PS,42566516829936,Analog,Others
425665,16829937,Tengeh PS-MSB-Rain-Fall,S507-MSB-Rain-Fall,507,5,Tengeh PS,42566516829937,Analog,Others
425352,16829966,Kranji1PS-MSB-Flow-Volume-To-CCK,S502-MSB-FLOW-VOL-TO-CCK,502,5,Kranji1PS,42535216829966,Analog,Flowrate
425352,16829967,Kranji1PS-LSB-Flow-Volume-To-CCK,S502-LSB-FLOW-VOL-TO-CCK,502,5,Kranji1PS,42535216829967,Analog,Flowrate
425352,16829968,Kranji1PS-MSB-Flow-Volume-To-Murai,S502-MSB-FLOW-VOL-TO-MURAI,502,5,Kranji1PS,42535216829968,Analog,Flowrate
425352,16829969,Kranji1PS-LSB-Flow-Volume-To-Murai,S502-LSB-FLOW-VOL-TO-MURAI,502,5,Kranji1PS,42535216829969,Analog,Flowrate
425352,16829970,Kranji1PS-MSB-HT-Pump1-KWH,S502-MSB-HT-P1-KWH,502,5,Kranji1PS,42535216829970,Analog,Others
425352,16829971,Kranji1PS-LSB-HT-Pump1-KWH,S502-LSB-HT-P1-KWH,502,5,Kranji1PS,42535216829971,Analog,Others
425352,16829972,Kranji1PS-MSB-HT-Pump2-KWH,S502-MSB-HT-P2-KWH,502,5,Kranji1PS,42535216829972,Analog,Others
